"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Pennsylvania"	"42"	1970	12784227	15
	"2016"	"2016"	"Rhode Island"	"44"	126	1056426	12
	"2016"	"2016"	"South Carolina"	"45"	815	4961119	16
	"2016"	"2016"	"South Dakota"	"46"	163	865454	19
	"2016"	"2016"	"Tennessee"	"47"	1111	6651194	17
	"2016"	"2016"	"Texas"	"48"	3488	27862596	13
	"2016"	"2016"	"Utah"	"49"	620	3051217	20
	"2016"	"2016"	"Vermont"	"50"	118	624594	19
	"2016"	"2016"	"Virginia"	"51"	1166	8411808	14
	"2016"	"2016"	"Washington"	"53"	1141	7288000	16
	"2016"	"2016"	"West Virginia"	"54"	362	1831102	20
	"2016"	"2016"	"Wisconsin"	"55"	866	5778708	15
	"2016"	"2016"	"Wyoming"	"56"	144	585501	25
	"2017"	"2017"	"Alabama"	"01"	836	4874747	17
	"2017"	"2017"	"Alaska"	"02"	200	739795	27
	"2017"	"2017"	"Arizona"	"04"	1327	7016270	19
	"2017"	"2017"	"Arkansas"	"05"	631	3004279	21
	"2017"	"2017"	"California"	"06"	4312	39536653	11
	"2017"	"2017"	"Colorado"	"08"	1181	5607154	21
	"2017"	"2017"	"Connecticut"	"09"	405	3588184	11
	"2017"	"2017"	"Delaware"	"10"	112	961939	12
	"2017"	"2017"	"District of Columbia"	"11"	47	693972	7
	"2017"	"2017"	"Florida"	"12"	3227	20984400	15
	"2017"	"2017"	"Georgia"	"13"	1451	10429379	14
	"2017"	"2017"	"Hawaii"	"15"	227	1427538	16
	"2017"	"2017"	"Idaho"	"16"	392	1716943	23
	"2017"	"2017"	"Illinois"	"17"	1474	12802023	12
	"2017"	"2017"	"Indiana"	"18"	1092	6666818	16
	"2017"	"2017"	"Iowa"	"19"	479	3145711	15
	"2017"	"2017"	"Kansas"	"20"	553	2913123	19
	"2017"	"2017"	"Kentucky"	"21"	770	4454189	17
	"2017"	"2017"	"Louisiana"	"22"	720	4684333	15
	"2017"	"2017"	"Maine"	"23"	274	1335907	21
	"2017"	"2017"	"Maryland"	"24"	630	6052177	10
	"2017"	"2017"	"Massachusetts"	"25"	682	6859819	10
	"2017"	"2017"	"Michigan"	"26"	1457	9962311	15
	"2017"	"2017"	"Minnesota"	"27"	783	5576606	14
	"2017"	"2017"	"Mississippi"	"28"	445	2984100	15
	"2017"	"2017"	"Missouri"	"29"	1151	6113532	19
	"2017"	"2017"	"Montana"	"30"	311	1050493	30
	"2017"	"2017"	"Nebraska"	"31"	275	1920076	14
	"2017"	"2017"	"Nevada"	"32"	627	2998039	21
	"2017"	"2017"	"New Hampshire"	"33"	265	1342795	20
	"2017"	"2017"	"New Jersey"	"34"	795	9005644	9
	"2017"	"2017"	"New Mexico"	"35"	491	2088070	24
	"2017"	"2017"	"New York"	"36"	1696	19849399	9
	"2017"	"2017"	"North Carolina"	"37"	1521	10273419	15
	"2017"	"2017"	"North Dakota"	"38"	154	755393	20
	"2017"	"2017"	"Ohio"	"39"	1740	11658609	15
	"2017"	"2017"	"Oklahoma"	"40"	756	3930864	19
	"2017"	"2017"	"Oregon"	"41"	825	4142776	20
	"2017"	"2017"	"Pennsylvania"	"42"	2030	12805537	16
	"2017"	"2017"	"Rhode Island"	"44"	129	1059639	12
	"2017"	"2017"	"South Carolina"	"45"	838	5024369	17
	"2017"	"2017"	"South Dakota"	"46"	191	869666	22
	"2017"	"2017"	"Tennessee"	"47"	1166	6715984	17
	"2017"	"2017"	"Texas"	"48"	3778	28304596	13
	"2017"	"2017"	"Utah"	"49"	663	3101833	21
	"2017"	"2017"	"Vermont"	"50"	112	623657	18
	"2017"	"2017"	"Virginia"	"51"	1179	8470020	14
	"2017"	"2017"	"Washington"	"53"	1297	7405743	18
	"2017"	"2017"	"West Virginia"	"54"	393	1815857	22
	"2017"	"2017"	"Wisconsin"	"55"	926	5795483	16
	"2017"	"2017"	"Wyoming"	"56"	157	579315	27
	"2018"	"2018"	"Alabama"	"01"	823	4887871	17
	"2018"	"2018"	"Alaska"	"02"	184	737438	25
	"2018"	"2018"	"Arizona"	"04"	1438	7171646	20
	"2018"	"2018"	"Arkansas"	"05"	554	3013825	18
	"2018"	"2018"	"California"	"06"	4491	39557045	11
	"2018"	"2018"	"Colorado"	"08"	1282	5695564	23
	"2018"	"2018"	"Connecticut"	"09"	419	3572665	12
	"2018"	"2018"	"Delaware"	"10"	113	967171	12
	"2018"	"2018"	"District of Columbia"	"11"	54	702455	8
	"2018"	"2018"	"Florida"	"12"	3567	21299325	17
	"2018"	"2018"	"Georgia"	"13"	1569	10519475	15
	"2018"	"2018"	"Hawaii"	"15"	176	1420491	12
	"2018"	"2018"	"Idaho"	"16"	417	1754208	24
	"2018"	"2018"	"Illinois"	"17"	1488	12741080	12
	"2018"	"2018"	"Indiana"	"18"	1079	6691878	16
	"2018"	"2018"	"Iowa"	"19"	490	3156145	16
	"2018"	"2018"	"Kansas"	"20"	556	2911505	19
	"2018"	"2018"	"Kentucky"	"21"	800	4468402	18
	"2018"	"2018"	"Louisiana"	"22"	720	4659978	15
	"2018"	"2018"	"Maine"	"23"	270	1338404	20
	"2018"	"2018"	"Maryland"	"24"	650	6042718	11
	"2018"	"2018"	"Massachusetts"	"25"	740	6902149	11
	"2018"	"2018"	"Michigan"	"26"	1548	9995915	15
	"2018"	"2018"	"Minnesota"	"27"	739	5611179	13
	"2018"	"2018"	"Mississippi"	"28"	421	2986530	14
	"2018"	"2018"	"Missouri"	"29"	1230	6126452	20
	"2018"	"2018"	"Montana"	"30"	265	1062305	25
	"2018"	"2018"	"Nebraska"	"31"	271	1929268	14
	"2018"	"2018"	"Nevada"	"32"	657	3034392	22
	"2018"	"2018"	"New Hampshire"	"33"	279	1356458	21
	"2018"	"2018"	"New Jersey"	"34"	778	8908520	9
	"2018"	"2018"	"New Mexico"	"35"	536	2095428	26
	"2018"	"2018"	"New York"	"36"	1723	19542209	9
	"2018"	"2018"	"North Carolina"	"37"	1494	10383620	14
	"2018"	"2018"	"North Dakota"	"38"	147	760077	19
	"2018"	"2018"	"Ohio"	"39"	1838	11689442	16
	"2018"	"2018"	"Oklahoma"	"40"	790	3943079	20
	"2018"	"2018"	"Oregon"	"41"	844	4190713	20
	"2018"	"2018"	"Pennsylvania"	"42"	2014	12807060	16
	"2018"	"2018"	"Rhode Island"	"44"	106	1057315	10
	"2018"	"2018"	"South Carolina"	"45"	811	5084127	16
	"2018"	"2018"	"South Dakota"	"46"	167	882235	19
	"2018"	"2018"	"Tennessee"	"47"	1161	6770010	17
	"2018"	"2018"	"Texas"	"48"	3930	28701845	14
	"2018"	"2018"	"Utah"	"49"	665	3161105	21
	"2018"	"2018"	"Vermont"	"50"	125	626299	20
	"2018"	"2018"	"Virginia"	"51"	1243	8517685	15
	"2018"	"2018"	"Washington"	"53"	1252	7535591	17
	"2018"	"2018"	"West Virginia"	"54"	395	1805832	22
	"2018"	"2018"	"Wisconsin"	"55"	888	5813568	15
	"2018"	"2018"	"Wyoming"	"56"	147	577737	25
